CC_S5_01_L           05 1  5 07 13 02 00  1812.0   1.5   1.3    60.4   483.3  2550.0 -2500.0
CC_S5_02_L           05 1  5 07 13 02 01  1589.0   1.5   1.3    60.9   487.6  2550.0 -2500.0
CC_S5_03_L           05 1  5 07 13 02 02  1432.0   1.5   1.3    60.9   487.8  2550.0 -2500.0
CC_S5_04_L           05 1  5 07 13 02 03  1495.0   1.5   1.3    60.8   486.7  2550.0 -2500.0
CC_S5_05_L           05 1  5 07 13 02 04  1512.0   1.5   1.3    60.1   481.3  2550.0 -2500.0
CC_S5_06_L           05 1  5 07 13 02 05  1744.0   1.5   1.3    60.6   484.8  2550.0 -2500.0
CC_S5_07_L           05 1  5 07 13 02 06  1433.0   1.5   1.3    60.8   486.5  2550.0 -2500.0
CC_S5_08_L           05 1  5 07 13 02 07  1369.0   1.5   1.3    61.0   488.1  2550.0 -2500.0
CC_S5_09_L           05 1  5 07 13 02 08  1424.0   1.5   1.3    60.2   482.3  2550.0 -2500.0
CC_S5_10_L           05 1  5 07 13 02 09  1490.0   1.5   1.3    60.9   487.2  2550.0 -2500.0
CC_S5_11_L           05 1  5 07 13 02 10  1395.0   1.5   1.3    60.1   481.0  2550.0 -2500.0
CC_S5_12_L           05 1  5 07 13 02 11  1449.0   1.5   1.3    60.2   482.2  2550.0 -2500.0
CC_S5_13_L           05 1  5 07 14 02 00  1783.0   1.5   1.3    60.2   481.6  2550.0 -2500.0
CC_S5_14_L           05 1  5 07 14 02 01  1572.0   1.5   1.3    61.2   489.8  2550.0 -2500.0
CC_S5_15_L           05 1  5 07 14 02 02  1662.0   1.5   1.3    61.0   488.7  2550.0 -2500.0
CC_S5_16_L           05 1  5 07 14 02 03  1496.0   1.5   1.3    60.9   487.6  2550.0 -2500.0
CC_S5_17_L           05 1  5 07 14 02 04  1606.0   1.5   1.3    61.0   488.6  2550.0 -2500.0
CC_S5_18_L           05 1  5 07 14 02 05  1485.0   1.5   1.3    60.4   483.7  2550.0 -2500.0
CC_S5_01_R           05 1  5 07 14 02 06  1464.0   1.5   1.3    60.3   482.7  2550.0 -2500.0
CC_S5_02_R           05 1  5 07 14 02 07  1579.0   1.5   1.3    60.1   481.3  2550.0 -2500.0
CC_S5_03_R           05 1  5 07 14 02 08  1507.0   1.5   1.3    60.6   485.2  2550.0 -2500.0
CC_S5_04_R           05 1  5 07 14 02 09  1631.0   1.5   1.3    60.5   484.2  2550.0 -2500.0
CC_S5_05_R           05 1  5 07 14 02 10  1509.0   1.5   1.3    60.7   486.0  2550.0 -2500.0
CC_S5_06_R           05 1  5 07 14 02 11  1976.0   1.5   1.3    60.8   487.1  2550.0 -2500.0
CC_S5_07_R           05 1  5 07 15 02 00  1932.0   1.5   1.3    60.6   485.3  2550.0 -2500.0
CC_S5_08_R           05 1  5 07 15 02 01  1843.0   1.5   1.3    60.3   482.8  2550.0 -2500.0
CC_S5_09_R           05 1  5 07 15 02 02  1557.0   1.5   1.3    60.5   484.0  2550.0 -2500.0
CC_S5_10_R           05 1  5 07 15 02 03  1684.0   1.5   1.3    60.9   487.6  2550.0 -2500.0
CC_S5_11_R           05 1  5 07 15 02 04  2006.0   1.5   1.3    60.5   484.2  2550.0 -2500.0
CC_S5_12_R           05 1  5 07 15 02 05  1538.0   1.5   1.3    60.3   483.1  2550.0 -2500.0
CC_S5_13_R           05 1  5 07 15 02 06  1505.0   1.5   1.3    60.7   486.3  2550.0 -2500.0
CC_S5_14_R           05 1  5 07 15 02 07  1515.0   1.5   1.3    60.9   487.4  2550.0 -2500.0
CC_S5_15_R           05 1  5 07 15 02 08  1510.0   1.5   1.3    60.8   486.8  2550.0 -2500.0
CC_S5_16_R           05 1  5 07 15 02 09  1588.0   1.5   1.3    61.0   488.6  2550.0 -2500.0
CC_S5_17_R           05 1  5 07 15 02 10  1619.0   1.5   1.3    60.5   484.7  2550.0 -2500.0
CC_S5_18_R           05 1  5 07 15 02 11  1714.0   1.5   1.3    60.8   486.8  2550.0 -2500.0
