EC_S3_UI01           03 1  5 03 00 02 00 -1725.0  19.8   4.6   487.2   487.2 -1000.0 -2500.0
EC_S3_UI02           03 1  5 03 00 02 01 -1800.0  19.8   4.6   488.6   488.6 -1000.0 -2500.0
EC_S3_UI03           03 1  5 03 00 02 02 -1898.0  19.7   4.6   483.6   483.6 -1000.0 -2500.0
EC_S3_UI04           03 1  5 03 00 02 03 -1828.0  19.9   4.6   490.3   490.3 -1000.0 -2500.0
EC_S3_UI05           03 1  5 03 00 02 04 -1706.0  19.7   4.6   485.5   485.5 -1000.0 -2500.0
EC_S3_UI06           03 1  5 03 00 02 05 -2092.0  19.9   4.6   490.7   490.7 -1000.0 -2500.0
EC_S3_UI07           03 1  5 03 00 02 06 -1765.0  19.6   5.3   483.0   483.0 -1000.0 -2500.0
EC_S3_UI08           03 1  5 03 00 02 07 -2045.0  20.0   4.6   490.2   490.2 -1000.0 -2500.0
EC_S3_UI09           03 1  5 03 00 02 08 -2029.0  19.8   4.6   487.5   487.5 -1000.0 -2500.0
EC_S3_UI10           03 1  5 03 00 02 09 -1860.0  19.8   4.6   485.5   485.5 -1000.0 -2500.0
EC_S3_UI11           03 1  5 03 00 02 10 -1795.0  19.7   4.6   484.5   484.5 -1000.0 -2500.0
EC_S3_UI12           03 1  5 03 00 02 11 -1937.0  19.8   4.6   486.9   486.9 -1000.0 -2500.0
EC_S3_UI13           03 1  5 03 01 02 00 -1842.0  19.9   4.6   491.2   491.2 -1000.0 -2500.0
EC_S3_UI14           03 1  5 03 01 02 01 -1791.0  20.3   4.6   481.7   481.7 -1000.0 -2500.0
EC_S3_UI15           03 1  5 03 01 02 02 -1768.0  19.6   4.6   485.2   485.2 -1000.0 -2500.0
EC_S3_UI16           03 1  5 03 01 02 03 -1742.0  19.9   4.6   491.3   491.3 -1000.0 -2500.0
EC_S3_UI17           03 1  5 03 01 02 04 -1786.0  20.2   4.6   479.9   479.9 -1000.0 -2500.0
EC_S3_UI18           03 1  5 03 01 02 05 -1787.0  20.1   4.6   495.2   495.2 -1000.0 -2500.0
EC_S3_UI19           03 1  5 03 01 02 06 -1731.0  20.3   4.6   483.3   483.3 -1000.0 -2500.0
EC_S3_UI20           03 1  5 03 01 02 07 -1735.0  19.9   4.6   488.5   488.5 -1000.0 -2500.0
EC_S3_UI21           03 1  5 03 01 02 08 -1882.0  19.8   4.6   488.4   488.4 -1000.0 -2500.0
EC_S3_UI22           03 1  5 03 01 02 09 -1943.0  20.3   4.6   482.0   482.0 -1000.0 -2500.0
EC_S3_UI23           03 1  5 03 01 02 10 -1822.0  20.0   4.6   492.3   492.3 -1000.0 -2500.0
EC_S3_UI24           03 1  5 03 01 02 11 -1839.0  20.2   4.6   481.2   481.2 -1000.0 -2500.0
EC_S3_UI25           03 1  5 03 02 02 00 -1813.0   1.5   1.3   486.3   486.3 -2550.0 -2500.0
EC_S3_UI26           03 1  5 03 02 02 01 -1756.0   1.5   1.3   491.0   491.0 -2550.0 -2500.0
EC_S3_UI27           03 1  5 03 02 02 02 -1802.0   1.5   1.3   497.4   497.4 -2550.0 -2500.0
EC_S3_UI28           03 1  5 03 02 02 03 -1735.0   1.5   1.3   483.0   483.0 -2550.0 -2500.0
EC_S3_UI29           03 1  5 03 02 02 04 -1694.0   1.5   1.3   491.8   491.8 -2550.0 -2500.0
EC_S3_UI30           03 1  5 03 02 02 05 -1875.0   1.5   1.3   481.8   481.8 -2550.0 -2500.0
EC_S3_UI31           03 1  5 03 02 02 06 -1777.0   1.5   1.3   494.2   494.2 -2550.0 -2500.0
EC_S3_UI32           03 1  5 03 02 02 07 -1757.0   1.5   1.3   493.3   493.3 -2550.0 -2500.0
