TA_t_01L             01 1 12 02 00 02 01 -1700.0   1.5   1.3    60.5   484.6 -2350.0 -2300.0
TA_t_02L             01 1 12 02 00 02 02 -1650.0   1.5   1.3    60.6   484.8 -2350.0 -2300.0
TA_t_03L             01 1 12 02 00 02 03 -1600.0   1.5   1.3    60.6   485.3 -2350.0 -2300.0
TA_t_04L             01 1 12 02 00 02 04 -1550.0   1.5   1.3    60.7   485.9 -2350.0 -2300.0
TA_t_05L             01 1 12 02 00 02 05 -1500.0   1.5   1.3    60.4   483.9 -2350.0 -2300.0
TA_t_06L             01 1 12 02 00 02 06 -1500.0   1.5   1.3    60.7   485.9 -2350.0 -2300.0
TA_t_07L             01 1 12 02 00 02 07 -1850.0   1.5   1.3    60.2   481.7 -2350.0 -2300.0
TA_t_08L             01 1 12 02 00 02 08 -1600.0   1.5   1.3    61.0   488.5 -2350.0 -2300.0
TA_t_09L             01 1 12 02 00 02 09 -1550.0   1.5   1.3    60.6   485.3 -2350.0 -2300.0
TA_t_01R             01 1 12 02 01 02 01 -1700.0   1.5   1.3    61.0   488.1 -2350.0 -2300.0
TA_t_02R             01 1 12 02 01 02 02 -1500.0   1.5   1.3    61.2   489.7 -2350.0 -2300.0
TA_t_03R             01 1 12 02 01 02 03 -1500.0   1.5   1.3    61.2   489.6 -2350.0 -2300.0
TA_t_04R             01 1 12 02 01 02 04 -1600.0   1.5   1.3    61.1   488.8 -2350.0 -2300.0
TA_t_05R             01 1 12 02 01 02 05 -1550.0   1.5   1.3    61.3   490.5 -2350.0 -2300.0
TA_t_06R             01 1 12 02 01 02 06 -1600.0   1.5   1.3    61.0   488.2 -2350.0 -2300.0
TA_t_07R             01 1 12 02 01 02 07 -1650.0   1.5   1.3    61.1   489.2 -2350.0 -2300.0
TA_t_08R             01 1 12 02 01 02 08 -1550.0   1.5   1.3    61.0   488.6 -2350.0 -2300.0
TA_t_09R             01 1 12 02 01 02 09 -1450.0   1.5   1.3    61.1   488.9 -2350.0 -2300.0
TA_t_10L             01 1 12 02 02 02 00 -1650.0   1.5   1.3    61.0   488.2 -2350.0 -2300.0
TA_t_11L             01 1 12 02 02 02 01 -1750.0   1.5   1.3    60.9   487.7 -2350.0 -2300.0
TA_t_12L             01 1 12 02 02 02 02 -1550.0   1.5   1.3    61.3   490.5 -2350.0 -2300.0
TA_t_13L             01 1 12 02 02 02 03 -1650.0   1.5   1.3    60.6   484.9 -2350.0 -2300.0
TA_t_14L             01 1 12 02 02 02 04 -1500.0   1.5   1.3    60.9   487.3 -2350.0 -2300.0
TA_t_15L             01 1 12 02 02 02 05 -1500.0   1.5   1.3    60.7   485.9 -2350.0 -2300.0
TA_t_16L             02 1 12 02 02 02 06 -1550.0   1.5   1.3    60.9   487.7 -2350.0 -2300.0
TA_t_17L             02 1 12 02 02 02 07 -1500.0   1.5   1.3    61.4   491.4 -2350.0 -2300.0
TA_t_18L             02 1 12 02 02 02 08 -1500.0   1.5   1.3    60.8   486.4 -2350.0 -2300.0
TA_t_19L             02 1 12 02 02 02 09 -1500.0   1.5   1.3    61.0   488.3 -2350.0 -2300.0
TA_t_10R             01 1 12 02 03 02 00 -1500.0   1.5   1.3    60.1   500.1 -2350.0 -2300.0
TA_t_11R             01 1 12 02 03 02 01 -1550.0   1.5   1.3    61.0   501.0 -2350.0 -2300.0
TA_t_12R             01 1 12 02 03 02 02 -1550.0   1.5   1.3    61.0   501.0 -2350.0 -2300.0
TA_t_13R             01 1 12 02 03 02 03 -1500.0   1.5   1.3    61.8   501.8 -2350.0 -2300.0
TA_t_14R             01 1 12 02 03 02 04 -1550.0   1.5   1.3    60.5   500.5 -2350.0 -2300.0
TA_t_15R             01 1 12 02 03 02 05 -1650.0   1.4   1.3    59.7   509.7 -2350.0 -2300.0
TA_t_16R             02 1 12 02 03 02 06 -1600.0   1.5   1.3    60.3   500.3 -2350.0 -2300.0
TA_t_17R             02 1 12 02 03 02 07 -1550.0   1.5   1.3    60.9   500.9 -2350.0 -2300.0
TA_t_18R             02 1 12 02 03 02 08 -1550.0   1.5   1.3    60.5   500.5 -2350.0 -2300.0
TA_t_19R             02 1 12 02 03 02 09 -1500.0   1.5   1.3    60.5   500.5 -2350.0 -2300.0
TA_t_20L             02 1 12 02 04 02 00 -1850.0   1.5   1.3    61.2   501.2 -2350.0 -2300.0
TA_t_21L             02 1 12 02 04 02 01 -1675.0   1.5   1.3    61.1   501.1 -2350.0 -2300.0
