EC_S4_UI01           04 1  5 04 00 02 00 -1768.0   1.5   1.3    61.0   488.4 -2550.0 -2500.0
EC_S4_UI02           04 1  5 04 00 02 01 -1716.0   1.5   1.3    60.9   487.6 -2550.0 -2500.0
EC_S4_UI03           04 1  5 04 00 02 02 -1771.0   1.5   1.3    60.8   486.4 -2550.0 -2500.0
EC_S4_UI04           04 1  5 04 00 02 03 -1596.0   1.5   1.3    61.4   491.5 -2550.0 -2500.0
EC_S4_UI05           04 1  5 04 00 02 04 -1728.0   1.5   1.3    61.1   489.1 -2550.0 -2500.0
EC_S4_UI06           04 1  5 04 00 02 05 -1674.0   1.5   1.3    61.0   488.5 -2550.0 -2500.0
EC_S4_UI07           04 1  5 04 00 02 06 -1665.0   1.5   1.3    60.8   487.0 -2550.0 -2500.0
EC_S4_UI08           04 1  5 04 00 02 07 -1627.0   1.5   1.3    60.8   486.4 -2550.0 -2500.0
EC_S4_UI09           04 1  5 04 00 02 08 -1560.0   1.5   1.3    60.8   486.8 -2550.0 -2500.0
EC_S4_UI10           04 1  5 04 00 02 09 -1754.0   1.5   1.3    60.6   485.5 -2550.0 -2500.0
EC_S4_UI11           04 1  5 04 00 02 10 -1870.0   1.5   1.3    60.8   486.7 -2550.0 -2500.0
EC_S4_UI12           04 1  5 04 00 02 11 -1587.0   1.5   1.3    60.9   487.7 -2550.0 -2500.0
EC_S4_UI13           04 1  5 04 01 02 00 -1532.0   1.5   1.3    60.7   485.9 -2550.0 -2500.0
EC_S4_UI14           04 1  5 04 01 02 01 -1541.0   1.5   1.3    60.9   487.9 -2550.0 -2500.0
EC_S4_UI15           04 1  5 04 01 02 02 -1581.0   1.5   1.3    61.0   488.1 -2550.0 -2500.0
EC_S4_UI16           04 1  5 04 01 02 03 -1568.0   1.5   1.3    60.9   487.8 -2550.0 -2500.0
EC_S4_UI17           04 1  5 04 01 02 04 -1592.0   1.5   1.3    61.3   490.6 -2550.0 -2500.0
EC_S4_UI18           04 1  5 04 01 02 05 -1469.0   1.5   1.3    61.0   488.3 -2550.0 -2500.0
EC_S4_UI19           04 1  5 04 01 02 06 -1586.0   1.5   1.3    60.8   486.9 -2550.0 -2500.0
EC_S4_UI20           04 1  5 04 01 02 07 -1489.0   1.5   1.3    60.8   486.4 -2550.0 -2500.0
EC_S4_UI21           04 1  5 04 01 02 08 -1516.0   1.5   1.3    60.7   486.1 -2550.0 -2500.0
EC_S4_UI22           04 1  5 04 01 02 09 -1665.0   1.5   1.3    60.7   485.8 -2550.0 -2500.0
