CC_S3_01_L           03 1  5 07 07 02 00  1582.0   1.5   1.3    61.1   488.8  2550.0 -2500.0
CC_S3_02_L           03 1  5 07 07 02 01  1689.0   1.5   1.3    60.4   483.7  2550.0 -2500.0
CC_S3_03_L           03 1  5 07 07 02 02  1598.0   1.5   1.3    61.2   490.1  2550.0 -2500.0
CC_S3_04_L           03 1  5 07 07 02 03  1732.0   1.5   1.3    60.8   487.1  2550.0 -2500.0
CC_S3_05_L           03 1  5 07 07 02 04  1563.0   1.5   1.3    61.0   488.0  2550.0 -2500.0
CC_S3_06_L           03 1  5 07 07 02 05  1448.0   1.5   1.3    60.5   484.2  2550.0 -2500.0
CC_S3_07_L           03 1  5 07 07 02 06  1401.0   1.5   1.3    61.2   489.7  2550.0 -2500.0
CC_S3_08_L           03 1  5 07 07 02 07  1552.0   1.5   1.3    60.8   486.7  2550.0 -2500.0
CC_S3_09_L           03 1  5 07 07 02 08  1848.0   1.5   1.3    60.5   484.0  2550.0 -2500.0
CC_S3_10_L           03 1  5 07 07 02 09  1608.0   1.5   1.3    60.7   485.8  2550.0 -2500.0
CC_S3_11_L           03 1  5 07 07 02 10  1389.0   1.5   1.3    60.4   483.5  2550.0 -2500.0
CC_S3_12_L           03 1  5 07 07 02 11  1416.0   1.5   1.3    60.6   484.8  2550.0 -2500.0
CC_S3_13_L           03 1  5 07 08 02 00  1624.0   1.5   1.3    61.1   489.4  2550.0 -2500.0
CC_S3_14_L           03 1  5 07 08 02 01  1834.0   1.5   1.3    60.9   487.3  2550.0 -2500.0
CC_S3_15_L           03 1  5 07 08 02 02  1873.0   1.5   1.3    60.9   487.3  2550.0 -2500.0
CC_S3_16_L           03 1  5 07 08 02 03  1681.0   1.5   1.3    61.0   488.1  2550.0 -2500.0
CC_S3_17_L           03 1  5 07 08 02 04  1454.0   1.5   1.3    61.0   488.0  2550.0 -2500.0
CC_S3_18_L           03 1  5 07 08 02 05  2008.0   1.5   1.3    61.0   488.0  2550.0 -2500.0
CC_S3_01_R           03 1  5 07 08 02 06  1765.0   1.5   1.3    60.9   487.8  2550.0 -2500.0
CC_S3_02_R           03 1  5 07 08 02 07  1339.0   1.5   1.3    60.9   487.7  2550.0 -2500.0
CC_S3_03_R           03 1  5 07 08 02 08  1466.0   1.5   1.3    61.2   489.7  2550.0 -2500.0
CC_S3_04_R           03 1  5 07 08 02 09  1294.0   1.5   1.3    61.0   488.7  2550.0 -2500.0
CC_S3_05_R           03 1  5 07 08 02 10  1457.0   1.5   1.3    61.1   489.2  2550.0 -2500.0
CC_S3_06_R           03 1  5 07 08 02 11  1681.0   1.5   1.3    61.1   488.9  2550.0 -2500.0
CC_S3_07_R           03 1  5 07 09 02 00  1551.0   1.5   1.3    61.0   488.7  2550.0 -2500.0
CC_S3_08_R           03 1  5 07 09 02 01  1778.0   1.5   1.3    61.5   492.1  2550.0 -2500.0
CC_S3_09_R           03 1  5 07 09 02 02  1595.0   1.5   1.3    61.1   489.3  2550.0 -2500.0
CC_S3_10_R           03 1  5 07 09 02 03  1539.0   1.5   1.3    61.0   488.0  2550.0 -2500.0
CC_S3_11_R           03 1  5 07 09 02 04  1714.0   1.5   1.3    61.1   488.8  2550.0 -2500.0
CC_S3_12_R           03 1  5 07 09 02 05  1345.0   1.5   1.3    60.7   485.6  2550.0 -2500.0
CC_S3_13_R           03 1  5 07 09 02 06  1765.0   1.5   1.3    61.0   488.3  2550.0 -2500.0
CC_S3_14_R           03 1  5 07 09 02 07  1753.0   1.5   1.3    61.0   488.1  2550.0 -2500.0
CC_S3_15_R           03 1  5 07 09 02 08  1868.0   1.5   1.3    61.3   490.6  2550.0 -2500.0
CC_S3_16_R           03 1  5 07 09 02 09  1417.0   1.5   1.3    61.1   489.0  2550.0 -2500.0
CC_S3_17_R           03 1  5 07 09 02 10  1780.0   1.5   1.3    61.0   488.5  2550.0 -2500.0
CC_S3_18_R           03 1  5 07 09 02 11  1639.0   1.5   1.3    61.0   488.6  2550.0 -2500.0
