CC_S2_01_L           02 1  5 08 07 02 00  1620.0   1.5   1.3    60.8   486.6  2550.0 -2500.0
CC_S2_02_L           02 1  5 08 07 02 01  1630.0   1.5   1.3    60.8   486.5  2550.0 -2500.0
CC_S2_03_L           02 1  5 08 07 02 02  1752.0   1.5   1.3    60.1   481.0  2550.0 -2500.0
CC_S2_04_L           02 1  5 08 07 02 03  1672.0   1.5   1.3    60.5   484.6  2550.0 -2500.0
CC_S2_05_L           02 1  5 08 07 02 04  1720.0   1.5   1.3    60.7   485.7  2550.0 -2500.0
CC_S2_06_L           02 1  5 08 07 02 05  1831.0   1.5   1.3    60.5   484.5  2550.0 -2500.0
CC_S2_07_L           02 1  5 08 07 02 06  1673.0   1.5   1.3    60.6   485.0  2550.0 -2500.0
CC_S2_08_L           02 1  5 08 07 02 07  1484.0   1.5   1.3    60.9   487.6  2550.0 -2500.0
CC_S2_09_L           02 1  5 08 07 02 08  1337.0   1.5   1.3    60.2   482.1  2550.0 -2500.0
CC_S2_10_L           02 1  5 08 07 02 09  1717.0   1.5   1.3    60.9   487.9  2550.0 -2500.0
CC_S2_11_L           02 1  5 08 07 02 10  1643.0   1.5   1.3    61.1   489.0  2550.0 -2500.0
CC_S2_12_L           02 1  5 08 07 02 11  1392.0   1.5   1.3    60.7   486.2  2550.0 -2500.0
CC_S2_13_L           02 1  5 08 08 02 00  1362.0   1.5   1.3    61.0   488.4  2550.0 -2500.0
CC_S2_14_L           02 1  5 08 08 02 01  1531.0   1.5   1.3    61.2   489.7  2550.0 -2500.0
CC_S2_15_L           02 1  5 08 08 02 02  1360.0   1.5   1.3    61.4   491.6  2550.0 -2500.0
CC_S2_16_L           02 1  5 08 08 02 03  1469.0   1.5   1.3    60.8   486.7  2550.0 -2500.0
CC_S2_17_L           02 1  5 08 08 02 04  1415.0   1.5   1.3    60.9   487.8  2550.0 -2500.0
CC_S2_18_L           02 1  5 08 08 02 05  1973.0   1.5   1.3    61.1   489.0  2550.0 -2500.0
CC_S2_01_R           02 1  5 08 08 02 06  1415.0   1.5   1.3    61.2   489.8  2550.0 -2500.0
CC_S2_02_R           02 1  5 08 08 02 07  1580.0   1.5   1.3    61.3   490.9  2550.0 -2500.0
CC_S2_03_R           02 1  5 08 08 02 08  1746.0   1.5   1.3    60.8   486.4  2550.0 -2500.0
CC_S2_04_R           02 1  5 08 08 02 09  1633.0   1.5   1.3    61.2   489.7  2550.0 -2500.0
CC_S2_05_R           02 1  5 08 08 02 10  1313.0   1.5   1.3    60.7   485.8  2550.0 -2500.0
CC_S2_06_R           02 1  5 08 08 02 11  1544.0   1.5   1.3    60.9   487.9  2550.0 -2500.0
CC_S2_07_R           02 1  5 08 09 02 00  1554.0   1.5   1.3    60.6   485.3  2550.0 -2500.0
CC_S2_08_R           02 1  5 08 09 02 01  1554.0   1.5   1.3    60.4   483.3  2550.0 -2500.0
CC_S2_09_R           02 1  5 08 09 02 02  1698.0   1.5   1.3    60.5   484.2  2550.0 -2500.0
CC_S2_10_R           02 1  5 08 09 02 03  1627.0   1.5   1.3    60.7   486.0  2550.0 -2500.0
CC_S2_11_R           02 1  5 08 09 02 04  1677.0   1.5   1.3    60.9   487.6  2550.0 -2500.0
CC_S2_12_R           02 1  5 08 09 02 05  1499.0   1.5   1.3    60.7   485.9  2550.0 -2500.0
CC_S2_13_R           02 1  5 08 09 02 06  1419.0   1.5   1.3    60.6   484.8  2550.0 -2500.0
CC_S2_14_R           02 1  5 08 09 02 07  1541.0   1.5   1.3    60.6   485.3  2550.0 -2500.0
CC_S2_15_R           02 1  5 08 09 02 08  1528.0   1.5   1.3    60.6   485.4  2550.0 -2500.0
CC_S2_16_R           02 1  5 08 09 02 09  1548.0   1.5   1.3    60.1   481.5  2550.0 -2500.0
CC_S2_17_R           02 1  5 08 09 02 10  1585.0   1.5   1.3    60.1   481.4  2550.0 -2500.0
CC_S2_18_R           02 1  5 08 09 02 11  1680.0   1.5   1.3    60.3   482.6  2550.0 -2500.0
