CC_S1_01_L           01 1  5 08 10 02 00  1694.0   1.5   1.3    60.6   484.8  2550.0 -2500.0
CC_S1_02_L           01 1  5 08 10 02 01  1921.0   1.5   1.3    60.8   486.9  2550.0 -2500.0
CC_S1_03_L           01 1  5 08 10 02 02  1585.0   1.5   1.3    60.6   485.0  2550.0 -2500.0
CC_S1_04_L           01 1  5 08 10 02 03  1702.0   1.5   1.3    60.5   484.0  2550.0 -2500.0
CC_S1_05_L           01 1  5 08 10 02 04  1671.0   1.5   1.3    60.4   483.8  2550.0 -2500.0
CC_S1_06_L           01 1  5 08 10 02 05  1696.0   1.5   1.3    60.7   486.2  2550.0 -2500.0
CC_S1_07_L           01 1  5 08 10 02 06  2015.0   1.5   1.3    61.0   488.6  2550.0 -2500.0
CC_S1_08_L           01 1  5 08 10 02 07  1334.0   1.5   1.3    60.7   485.9  2550.0 -2500.0
CC_S1_09_L           01 1  5 08 10 02 08  1854.0   1.5   1.3    60.5   484.5  2550.0 -2500.0
CC_S1_10_L           01 1  5 08 10 02 09  1847.0   1.5   1.3    60.8   486.7  2550.0 -2500.0
CC_S1_11_L           01 1  5 08 10 02 10  1695.0   1.5   1.3    60.9   487.5  2550.0 -2500.0
CC_S1_12_L           01 1  5 08 10 02 11  1680.0   1.5   1.3    60.0   480.5  2550.0 -2500.0
CC_S1_13_L           01 1  5 08 11 02 00  1717.0   1.5   1.3    60.5   484.7  2550.0 -2500.0
CC_S1_14_L           01 1  5 08 11 02 01  1664.0   1.5   1.3    60.3   482.6  2550.0 -2500.0
CC_S1_15_L           01 1  5 08 11 02 02  1525.0   1.5   1.3    60.9   487.7  2550.0 -2500.0
CC_S1_16_L           01 1  5 08 11 02 03  1658.0   1.5   1.3    60.9   487.2  2550.0 -2500.0
CC_S1_17_L           01 1  5 08 11 02 04  1436.0   1.5   1.3    61.0   488.3  2550.0 -2500.0
CC_S1_18_L           01 1  5 08 11 02 05  1595.0   1.5   1.3    60.9   487.3  2550.0 -2500.0
CC_S1_01_R           01 1  5 08 11 02 06  1292.0   1.5   1.3    61.1   489.4  2550.0 -2500.0
CC_S1_02_R           01 1  5 08 11 02 07  1596.0   1.5   1.3    60.2   481.9  2550.0 -2500.0
CC_S1_03_R           01 1  5 08 11 02 08  1610.0   1.5   1.3    60.5   484.5  2550.0 -2500.0
CC_S1_04_R           01 1  5 08 11 02 09  1373.0   1.5   1.3    60.5   484.7  2550.0 -2500.0
CC_S1_05_R           01 1  5 08 11 02 10  1630.0   1.5   1.3    60.1   481.0  2550.0 -2500.0
CC_S1_06_R           01 1  5 08 11 02 11  1395.0   1.5   1.3    60.5   484.3  2550.0 -2500.0
CC_S1_07_R           01 1  5 08 12 02 00  1923.0   1.5   1.3    61.0    61.0  2550.0 -2500.0
CC_S1_08_R           01 1  5 08 12 02 01  1395.0   1.5   1.3    61.0    61.0  2550.0 -2500.0
CC_S1_09_R           01 1  5 08 12 02 02  1418.0   1.5   1.3    60.8    60.8  2550.0 -2500.0
CC_S1_10_R           01 1  5 08 12 02 03  1397.0   1.5   1.3    61.3    61.3  2550.0 -2500.0
CC_S1_11_R           01 1  5 08 12 02 04  1782.0   1.5   1.3    60.9    60.9  2550.0 -2500.0
CC_S1_12_R           01 1  5 08 12 02 05  1616.0   1.5   1.3    61.2    61.2  2550.0 -2500.0
CC_S1_13_R           01 1  5 08 12 02 06  1649.0   1.5   1.3    61.1    61.1  2550.0 -2500.0
CC_S1_14_R           01 1  5 08 12 02 07  1662.0   1.5   1.3    61.0    61.0  2550.0 -2500.0
CC_S1_15_R           01 1  5 08 12 02 08  1685.0   1.5   1.3    61.0    61.0  2550.0 -2500.0
CC_S1_16_R           01 1  5 08 12 02 09  1488.0   1.5   1.3    60.9    60.9  2550.0 -2500.0
CC_S1_17_R           01 1  5 08 12 02 10  1359.0   1.5   1.3    60.9    60.9  2550.0 -2500.0
CC_S1_18_R           01 1  5 08 12 02 11  1374.0   1.5   1.3    60.9    60.9  2550.0 -2500.0
