CC_S6_01_L           06 1  5 08 13 02 00  1678.0   1.5   1.3    60.6   485.5  2550.0 -2500.0
CC_S6_02_L           06 1  5 08 13 02 01  1590.0   1.5   1.3    60.4   483.8  2550.0 -2500.0
CC_S6_03_L           06 1  5 08 13 02 02  1537.0   1.5   1.3    60.7   485.6  2550.0 -2500.0
CC_S6_04_L           06 1  5 08 13 02 03  1487.0   1.5   1.3    60.8   486.5  2550.0 -2500.0
CC_S6_05_L           06 1  5 08 13 02 04  1368.0   1.5   1.3    60.6   485.0  2550.0 -2500.0
CC_S6_06_L           06 1  5 08 13 02 05  1693.0   1.5   1.3    60.9   487.5  2550.0 -2500.0
CC_S6_07_L           06 1  5 08 13 02 06  1400.0   1.5   1.3    60.5   484.2  2550.0 -2500.0
CC_S6_08_L           06 1  5 08 13 02 07  1715.0   1.5   1.3    60.3   482.9  2550.0 -2500.0
CC_S6_09_L           06 1  5 08 13 02 08  1603.0   1.5   1.3    62.3   499.0  2550.0 -2500.0
CC_S6_10_L           06 1  5 08 13 02 09  1715.0   1.5   1.3    60.2   481.6  2550.0 -2500.0
CC_S6_11_L           06 1  5 08 13 02 10  1687.0   1.5   1.3    60.6   485.2  2550.0 -2500.0
CC_S6_12_L           06 1  5 08 13 02 11  1647.0   1.5   1.3    60.7   485.8  2550.0 -2500.0
CC_S6_13_L           06 1  5 08 14 02 00  1586.0   1.5   1.3    60.8   486.8  2550.0 -2500.0
CC_S6_14_L           06 1  5 08 14 02 01  1549.0   1.5   1.3    60.8   486.6  2550.0 -2500.0
CC_S6_15_L           06 1  5 08 14 02 02  1438.0   1.5   1.3    60.2   482.3  2550.0 -2500.0
CC_S6_16_L           06 1  5 08 14 02 03  1599.0   1.5   1.3    60.9   487.9  2550.0 -2500.0
CC_S6_17_L           06 1  5 08 14 02 04  1714.0   1.5   1.3    60.8   486.9  2550.0 -2500.0
CC_S6_18_L           06 1  5 08 14 02 05  1738.0   1.5   1.3    60.7   486.0  2550.0 -2500.0
CC_S6_01_R           06 1  5 08 14 02 06  1525.0   1.5   1.3    60.5   484.6  2550.0 -2500.0
CC_S6_02_R           06 1  5 08 14 02 07  1667.0   1.5   1.3    60.8   486.6  2550.0 -2500.0
CC_S6_03_R           06 1  5 08 14 02 08  1496.0   1.5   1.3    61.5   492.3  2550.0 -2500.0
CC_S6_04_R           06 1  5 08 14 02 09  1539.0   1.5   1.3    60.6   485.1  2550.0 -2500.0
CC_S6_05_R           06 1  5 08 14 02 10  1729.0   1.5   1.3    60.9   487.2  2550.0 -2500.0
CC_S6_06_R           06 1  5 08 14 02 11  1651.0   1.5   1.3    60.6   484.9  2550.0 -2500.0
CC_S6_07_R           06 1  5 08 15 02 00  1512.0   1.5   1.3    60.8    60.8  2550.0 -2500.0
CC_S6_08_R           06 1  5 08 15 02 01  1493.0   1.5   1.3    60.8    60.8  2550.0 -2500.0
CC_S6_09_R           06 1  5 08 15 02 02  1667.0   1.5   1.3    60.8    60.8  2550.0 -2500.0
CC_S6_10_R           06 1  5 08 15 02 03  1475.0   1.5   1.3    60.5    60.5  2550.0 -2500.0
CC_S6_11_R           06 1  5 08 15 02 04  1622.0   1.5   1.3    61.0    61.0  2550.0 -2500.0
CC_S6_12_R           06 1  5 08 15 02 05  1450.0   1.5   1.3    60.8    60.8  2550.0 -2500.0
CC_S6_13_R           06 1  5 08 15 02 06  1497.0   1.5   1.3    60.6    60.6  2550.0 -2500.0
CC_S6_14_R           06 1  5 08 15 02 07  1589.0   1.5   1.3    61.0    61.0  2550.0 -2500.0
CC_S6_15_R           06 1  5 08 15 02 08  1673.0   1.5   1.3    60.9    60.9  2550.0 -2500.0
CC_S6_16_R           06 1  5 08 15 02 09  1468.0   1.5   1.3    60.9    60.9  2550.0 -2500.0
CC_S6_17_R           06 1  5 08 15 02 10  1490.0   1.5   1.3    61.1    61.1  2550.0 -2500.0
CC_S6_18_R           06 1  5 08 15 02 11  1517.0   1.5   1.3    60.7    60.7  2550.0 -2500.0
