R2S2AXS0101 1 22131 10 01 05 03 00 1400.0 1.5 25.0 50.0 30.0 1500.0 
R2S2AXS0202 1 22132 10 01 05 03 01 1400.0 1.5 25.0 50.0 30.0 1500.0 
R2S2AXS0303 1 22133 10 01 05 03 02 1400.0 1.5 25.0 50.0 30.0 1500.0 
R2S2AXS0404 1 22134 10 01 05 03 03 1400.0 1.5 25.0 50.0 30.0 1500.0 
R2S2AXS0506 1 22231 10 01 05 03 04 1400.0 1.5 25.0 50.0 30.0 1500.0 
R2S2AXS0708 1 22232 10 01 05 03 05 1400.0 1.5 25.0 50.0 30.0 1500.0 
R2S2AXS0910 1 22331 10 01 05 03 06 1400.0 1.5 25.0 50.0 30.0 1500.0 
R2S2AXS1112 1 22332 10 01 05 03 07 1400.0 1.5 25.0 50.0 30.0 1500.0 
R2S6STS0001 1 26141 10 01 05 03 08 1400.0 1.5 25.0 50.0 30.0 1500.0 
R2S6STS0202 1 26142 10 01 05 03 09 1400.0 1.5 25.0 50.0 30.0 1500.0 
R2S6STS0303 1 26143 10 01 05 03 10 1400.0 1.5 25.0 50.0 30.0 1500.0 
R2S6STS0404 1 26144 10 01 05 03 11 1400.0 1.5 25.0 50.0 30.0 1500.0 
R2S6STS0506 1 26241 10 01 05 03 12 1400.0 1.5 25.0 50.0 30.0 1500.0 
R2S6STS0708 1 26242 10 01 05 03 13 1400.0 1.5 25.0 50.0 30.0 1500.0 
R2S6STS0910 1 26341 10 01 05 03 14 1400.0 1.5 25.0 50.0 30.0 1500.0 
R2S6STS1112 1 26342 10 01 05 03 15 1400.0 1.5 25.0 50.0 30.0 1500.0 
R2S6AXS0101 1 26131 10 01 05 03 16 1400.0 1.5 25.0 50.0 30.0 1500.0 
R2S6AXS0202 1 26132 10 01 05 03 17 1400.0 1.5 25.0 50.0 30.0 1500.0 
R2S6AXS0303 1 26133 10 01 05 03 18 1400.0 1.5 25.0 50.0 30.0 1500.0 
R2S6AXS0404 1 26134 10 01 05 03 19 1400.0 1.5 25.0 50.0 30.0 1500.0 
R2S6AXS0506 1 26231 10 01 05 03 20 1400.0 1.5 25.0 50.0 30.0 1500.0 
R2S6AXS0708 1 26232 10 01 05 03 21 1400.0 1.5 25.0 50.0 30.0 1500.0 
R2S6AXS0910 1 26331 10 01 05 03 22 1400.0 1.5 25.0 50.0 30.0 1500.0 
R2S6AXS1112 1 26332 10 01 05 03 23 1400.0 1.5 25.0 50.0 30.0 1500.0 
R3S1STS0102 1 31141 10 01 06 03 00 1500.0 1.5 25.0 50.0 30.0 1600.0 
R3S1STS0304 1 31142 10 01 06 03 01 1500.0 1.5 25.0 50.0 30.0 1600.0 
R3S1STS0506 1 31143 10 01 06 03 02 1500.0 1.5 25.0 50.0 30.0 1600.0 
R3S1STS0708 1 31144 10 01 06 03 03 1500.0 1.5 25.0 50.0 30.0 1600.0 
R3S1STS0912 1 31241 10 01 06 03 04 1500.0 1.5 25.0 50.0 30.0 1600.0 
R3S1STS1316 1 31242 10 01 06 03 05 1500.0 1.5 25.0 50.0 30.0 1600.0 
R3S1STS1720 1 31341 10 01 06 03 06 1500.0 1.5 25.0 50.0 30.0 1600.0 
R3S1STS2124 1 31342 10 01 06 03 07 1500.0 1.5 25.0 50.0 30.0 1600.0 
R3S1AXS0102 1 31131 10 01 06 03 08 1500.0 1.5 25.0 50.0 30.0 1600.0 
