EC_S2_UI27   2  1  5  2   2  2    2    -1816    1.500   1.300    486.000    486.000  -2550.000  -2500.000 
EC_S2_UI28   2  1  5  2   2  2    3    -1702    1.500   1.300    485.600    485.600  -2550.000  -2500.000 
EC_S2_UI29   2  1  5  2   2  2    4    -1832    1.500   1.300    486.000    486.000  -2550.000  -2500.000 
EC_S2_UI30   2  1  5  2   2  2    5    -1724    1.500   1.300    489.300    489.300  -2550.000  -2500.000 
EC_S2_UI31   2  1  5  2   2  2    6    -1904    1.500   1.300    485.600    485.600  -2550.000  -2500.000 
EC_S2_UI32   2  1  5  2   2  2    7    -1833    1.500   1.300    484.000    484.000  -2550.000  -2500.000 
EC_S2_UI33   2  1  5  2   2  2    8    -1663    1.500   1.300    489.800    489.800  -2550.000  -2500.000 
EC_S2_UI34   2  1  5  2   2  2    9    -1760    1.500   1.300    485.600    485.600  -2550.000  -2500.000 
EC_S2_UI35   2  1  5  2   2  2   10    -1790    1.500   1.300    487.500    487.500  -2550.000  -2500.000 
EC_S2_UI36   2  1  5  2   2  2   11    -1732    1.500   1.300    484.300    484.300  -2550.000  -2500.000 
EC_S2_VI01   2  1  5  2   3  2    0    -1660    1.500   1.300    484.400    484.400  -2550.000  -2500.000 
EC_S2_VI02   2  1  5  2   3  2    1    -1882    1.500   1.300    487.500    487.500  -2550.000  -2500.000 
EC_S2_VI03   2  1  5  2   3  2    2    -1710    1.500   1.300    487.200    487.200  -2550.000  -2500.000 
EC_S2_VI04   2  1  5  2   3  2    3    -1758    1.500   1.300    487.100    487.100  -2550.000  -2500.000 
EC_S2_VI05   2  1  5  2   3  2    4    -1735    1.500   1.300    488.100    488.100  -2550.000  -2500.000 
EC_S2_VI06   2  1  5  2   3  2    5    -1803    1.500   1.300    491.500    491.500  -2550.000  -2500.000 
EC_S2_VI07   2  1  5  2   3  2    6    -1775    1.500   1.300    488.500    488.500  -2550.000  -2500.000 
EC_S2_VI08   2  1  5  2   3  2    7    -1827    1.500   1.300    484.400    484.400  -2550.000  -2500.000 
EC_S2_VI09   2  1  5  2   3  2    8    -1889    1.500   1.300    487.400    487.400  -2550.000  -2500.000 
EC_S2_VI10   2  1  5  2   3  2    9    -1878    1.500   1.300    489.300    489.300  -2550.000  -2500.000 
EC_S2_VI11   2  1  5  2   3  2   10    -1888    1.500   1.300    483.900    483.900  -2550.000  -2500.000 
EC_S2_VI12   2  1  5  2   3  2   11    -1881    1.500   1.300    491.200    491.200  -2550.000  -2500.000 
EC_S2_VI13   2  1  5  2   4  2    0    -1762    1.500   1.300    487.300    487.300  -2550.000  -2500.000 
EC_S2_VI14   2  1  5  2   4  2    1    -1800    1.500   1.300    489.200    489.200  -2550.000  -2500.000 
EC_S2_VI15   2  1  5  2   4  2    2    -1764    1.500   1.300    489.400    489.400  -2550.000  -2500.000 
EC_S2_VI16   2  1  5  2   4  2    3    -1806    1.500   1.300    487.800    487.800  -2550.000  -2500.000 
EC_S2_VI17   2  1  5  2   4  2    4    -1850    1.500   1.300    484.400    484.400  -2550.000  -2500.000 
EC_S2_VI18   2  1  5  2   4  2    5    -1903    1.500   1.300    488.900    488.900  -2550.000  -2500.000 
EC_S2_VI19   2  1  5  2   4  2    6    -1850    1.500   1.300    490.300    490.300  -2550.000  -2500.000 
EC_S2_VI20   2  1  5  2   4  2    7    -1760    1.500   1.300    488.500    488.500  -2550.000  -2500.000 
EC_S2_VI21   2  1  5  2   4  2    8    -1850    1.500   1.300    488.100    488.100  -2550.000  -2500.000 
EC_S2_VI22   2  1  5  2   4  2    9    -1906    1.500   1.300    487.800    487.800  -2550.000  -2500.000 
EC_S2_VI23   2  1  5  2   4  2   10    -1775    1.500   1.300    491.000    491.000  -2550.000  -2500.000 
EC_S2_VI24   2  1  5  2   4  2   11    -1706    1.500   1.300    489.300    489.300  -2550.000  -2500.000 
EC_S2_VI25   2  1  5  2   5  2    0    -1974    1.500   1.300    490.500    490.500  -2550.000  -2500.000 
EC_S2_VI26   2  1  5  2   5  2    1    -1727    1.500   1.300    487.700    487.700  -2550.000  -2500.000 
EC_S2_VI27   2  1  5  2   5  2    2    -1724    1.500   1.300    489.400    489.400  -2550.000  -2500.000 
EC_S2_VI28   2  1  5  2   5  2    3    -1889    1.500   1.300    488.200    488.200  -2550.000  -2500.000 
EC_S2_VI29   2  1  5  2   5  2    4    -1865    1.500   1.300    489.100    489.100  -2550.000  -2500.000 
EC_S2_VI30   2  1  5  2   5  2    5    -1900    1.500   1.300    488.800    488.800  -2550.000  -2500.000 
EC_S2_VI31   2  1  5  2   5  2    6    -1864    1.500   1.300    489.300    489.300  -2550.000  -2500.000 
EC_S2_VI32   2  1  5  2   5  2    7    -1752    1.500   1.300    489.000    489.000  -2550.000  -2500.000 
EC_S2_VI33   2  1  5  2   5  2    8    -1900    1.500   1.300    486.100    486.100  -2550.000  -2500.000 
EC_S2_VI34   2  1  5  2   5  2    9    -1813    1.500   1.300    486.100    486.100  -2550.000  -2500.000 
EC_S2_VI35   2  1  5  2   5  2   10    -1786    1.500   1.300    486.800    486.800  -2550.000  -2500.000 
EC_S2_VI36   2  1  5  2   5  2   11    -1669    1.500   1.300    489.000    489.000  -2550.000  -2500.000 
EC_S2_WI01   2  1  5  2   6  2    0    -2287    1.500   1.300    488.200    488.200  -2550.000  -2500.000 
EC_S2_WI02   2  1  5  2   6  2    1    -2010    1.500   1.300    487.000    487.000  -2550.000  -2500.000 
EC_S2_WI03   2  1  5  2   6  2    2    -1947    1.500   1.300    489.800    489.800  -2550.000  -2500.000 
EC_S2_WI04   2  1  5  2   6  2    3    -2151    1.500   1.300    488.400    488.400  -2550.000  -2500.000 
EC_S2_WI05   2  1  5  2   6  2    4    -2054    1.500   1.300    490.400    490.400  -2550.000  -2500.000 
EC_S2_WI06   2  1  5  2   6  2    5    -1986    1.500   1.300    488.800    488.800  -2550.000  -2500.000 
EC_S2_WI07   2  1  5  2   6  2    6    -2107    1.500   1.300    487.100    487.100  -2550.000  -2500.000 
EC_S2_WI08   2  1  5  2   6  2    7    -1956    1.500   1.300    486.200    486.200  -2550.000  -2500.000 
EC_S2_WI09   2  1  5  2   6  2    8    -1933    1.500   1.300    489.200    489.200  -2550.000  -2500.000 
EC_S2_WI10   2  1  5  2   6  2    9    -2052    1.500   1.300    487.000    487.000  -2550.000  -2500.000 
EC_S2_WI11   2  1  5  2   6  2   10    -2078    1.500   1.300    488.800    488.800  -2550.000  -2500.000 
EC_S2_WI12   2  1  5  2   6  2   11    -2045    1.500   1.300    487.400    487.400  -2550.000  -2500.000 
EC_S2_WI13   2  1  5  2   7  2    0    -2405    1.500   1.300    485.800    485.800  -2550.000  -2500.000 
EC_S2_WI14   2  1  5  2   7  2    1    -2429    1.500   1.300    485.900    485.900  -2550.000  -2500.000 
EC_S2_WI15   2  1  5  2   7  2    2    -2163    1.500   1.300    489.100    489.100  -2550.000  -2500.000 
EC_S2_WI16   2  1  5  2   7  2    3    -2074    1.500   1.300    486.700    486.700  -2550.000  -2500.000 
EC_S2_WI17   2  1  5  2   7  2    4    -2028    1.500   1.300    487.500    487.500  -2550.000  -2500.000 
EC_S2_WI18   2  1  5  2   7  2    5    -2401    1.500   1.300    487.700    487.700  -2550.000  -2500.000 
EC_S2_WI19   2  1  5  2   7  2    6    -2124    1.500   1.300    485.600    485.600  -2550.000  -2500.000 
EC_S2_WI20   2  1  5  2   7  2    7    -2116    1.500   1.300    489.300    489.300  -2550.000  -2500.000 
EC_S2_WI21   2  1  5  2   7  2    8    -2012    1.500   1.300    485.600    485.600  -1550.500  -2500.000 
EC_S2_WI22   2  1  5  2   7  2    9    -2309    1.500   1.300    489.000    489.000  -2550.000  -2500.000 
EC_S2_WI23   2  1  5  2   7  2   10    -2114    1.500   1.300    485.900    485.900  -2550.000  -2500.000 
EC_S2_WI24   2  1  5  2   7  2   11    -2169    1.500   1.300    489.100    489.100  -2550.000  -2500.000 
EC_S2_WI25   2  1  5  2   8  2    0    -2125    1.500   1.300    488.600   1954.700  -2550.000  -2500.000 
EC_S2_WI26   2  1  5  2   8  2    1    -2058    1.500   1.300    486.400   1945.900  -2550.000  -2500.000 
EC_S2_WI27   2  1  5  2   8  2    2    -1985    1.500   1.300    487.900   1951.600  -2550.000  -2500.000 
EC_S2_WI28   2  1  5  2   8  2    3    -1708    1.500   1.300    490.000   1960.300  -2550.000  -2500.000 
EC_S2_WI29   2  1  5  2   8  2    4    -2084    1.500   1.300    487.900   2000.000  -2550.000  -2500.000 
EC_S2_WI30   2  1  5  2   8  2    5    -2308    1.500   1.300    484.400   1937.600  -2550.000  -2500.000 
EC_S2_WI31   2  1  5  2   8  2    6    -2141    1.500   1.300    491.100   1964.600  -2550.000  -2500.000 
EC_S2_WI32   2  1  5  2   8  2    7    -2049    1.500   1.300    492.900   1971.800  -2550.000  -2500.000 
EC_S2_WI33   2  1  5  2   8  2    8    -2171    1.500   1.300    490.700   1963.000  -2550.000  -2500.000 
EC_S2_WI34   2  1  5  2   8  2    9    -2000    1.500   1.300    488.900   1955.900  -2550.000  -2500.000 
EC_S2_WI35   2  1  5  2   8  2   10    -1869    1.500   1.300    488.900   1955.800  -2550.000  -2500.000 
EC_S2_WI36   2  1  5  2   8  2   11    -1940    1.500   1.300    489.000   1956.100  -2550.000  -2500.000 
EC_S2_UO01   2  1  5  2   9  2    0    -1738    1.500   1.300    488.500    488.500  -2550.000  -2500.000 
EC_S2_UO02   2  1  5  2   9  2    1    -1696    1.500   1.300    487.900    487.900  -2550.000  -2500.000 
EC_S2_UO03   2  1  5  2   9  2    2    -1742    1.500   1.300    485.300    485.300  -2550.000  -2500.000 
EC_S2_UO04   2  1  5  2   9  2    3    -1893    1.500   1.300    484.200    484.200  -2550.000  -2500.000 
EC_S2_UO05   2  1  5  2   9  2    4    -1878    1.500   1.300    489.200    489.200  -2550.000  -2500.000 
EC_S2_UO06   2  1  5  2   9  2    5    -1785    1.500   1.300    487.000    487.000  -2550.000  -2500.000 
EC_S2_UO07   2  1  5  2   9  2    6    -1775    1.500   1.300    486.300    486.300  -2550.000  -2500.000 
EC_S2_UO08   2  1  5  2   9  2    7    -1691    1.500   1.300    485.900    485.900  -2550.000  -2500.000 
EC_S2_UO09   2  1  5  2   9  2    8    -1717    1.500   1.300    485.900    485.900  -2550.000  -2500.000 
EC_S2_UO10   2  1  5  2   9  2    9    -1940    1.500   1.300    485.400    485.400  -2550.000  -2500.000 
EC_S2_UO11   2  1  5  2   9  2   10    -1647    1.500   1.300    487.100    487.100  -2550.000  -2500.000 
EC_S2_UO12   2  1  5  2   9  2   11    -1756    1.500   1.300    487.600    487.600  -2550.000  -2500.000 
EC_S2_UO13   2  1  5  2  10  2    0    -1803    1.500   1.300    487.500    487.500  -2550.000  -2500.000 
EC_S2_UO14   2  1  5  2  10  2    1    -1831    1.500   1.300    483.900    483.900  -2550.000  -2500.000 
EC_S2_UO15   2  1  5  2  10  2    2    -1672    1.500   1.300    486.500    486.500  -2550.000  -2500.000 
EC_S2_UO16   2  1  5  2  10  2    3    -1638    1.500   1.300    488.000    488.000  -2550.000  -2500.000 
EC_S2_UO17   2  1  5  2  10  2    4    -1752    1.500   1.300    488.900    488.900  -2550.000  -2500.000 
EC_S2_UO18   2  1  5  2  10  2    5    -1940    1.500   1.300    487.300    487.300  -2550.000  -2500.000 
EC_S2_UO19   2  1  5  2  10  2    6    -1784    1.500   1.300    489.900    489.900  -2550.000  -2500.000 
EC_S2_UO20   2  1  5  2  10  2    7    -1664    1.500   1.300    487.700    487.700  -2550.000  -2500.000 
EC_S2_UO21   2  1  5  2  10  2    8    -1733    1.500   1.300    488.000    488.000  -2550.000  -2500.000 
EC_S2_UO22   2  1  5  2  10  2    9    -1787    1.500   1.300    487.400    487.400  -2550.000  -2500.000 
EC_S2_UO23   2  1  5  2  10  2   10    -1640    1.500   1.300    489.000    489.000  -2550.000  -2500.000 
EC_S2_UO24   2  1  5  2  10  2   11    -1740    1.500   1.300    488.100    488.100  -2550.000  -2500.000 
EC_S2_UO25   2  1  5  2  11  2    0    -1761    1.500   1.300    486.200     60.700  -2550.000  -2500.000 
EC_S2_UO26   2  1  5  2  11  2    1    -1752    1.500   1.300    488.100    488.100  -2550.000  -2500.000 
EC_S2_UO27   2  1  5  2  11  2    2    -1712    1.500   1.300    486.600    486.600  -2550.000  -2500.000 
EC_S2_UO28   2  1  5  2  11  2    3    -1663    1.500   1.300    487.300    487.300  -2550.000  -2500.000 
EC_S2_UO29   2  1  5  2  11  2    4    -1734    1.500   1.300    487.000    487.000  -2550.000  -2500.000 
EC_S2_UO30   2  1  5  2  11  2    5    -1618    1.500   1.300    487.300    487.300  -2550.000  -2500.000 
EC_S2_UO31   2  1  5  2  11  2    6    -1787    1.500   1.300    490.000    490.000  -2550.000  -2500.000 
EC_S2_UO32   2  1  5  2  11  2    7    -1780    1.500   1.300    490.700    490.700  -2550.000  -2500.000 
EC_S2_UO33   2  1  5  2  11  2    8    -1587    1.500   1.300    485.300    485.300  -2550.000  -2500.000 
EC_S2_UO34   2  1  5  2  11  2    9    -1703    1.500   1.300    490.400    490.400  -2550.000  -2500.000 
EC_S2_UO35   2  1  5  2  11  2   10    -1734    1.500   1.300    483.200    483.200  -2550.000  -2500.000 
EC_S2_UO36   2  1  5  2  11  2   11    -1575    1.500   1.300    489.900    489.900  -2550.000  -2500.000 
EC_S2_VO01   2  1  5  2  12  2    0    -1668    1.500   1.300    485.900    485.900  -2550.000  -2500.000 
EC_S2_VO02   2  1  5  2  12  2    1    -1710    1.500   1.300    487.000    487.000  -2550.000  -2500.000 
EC_S2_VO03   2  1  5  2  12  2    2    -1898    1.500   1.300    482.600    482.600  -2550.000  -2500.000 
EC_S2_VO04   2  1  5  2  12  2    3    -1714    1.500   1.300    484.500    484.500  -2550.000  -2500.000 
EC_S2_VO05   2  1  5  2  12  2    4    -1698    1.500   1.300    484.100    484.100  -2550.000  -2500.000 
EC_S2_VO06   2  1  5  2  12  2    5    -1711    1.500   1.300    487.100    487.100  -2550.000  -2500.000 
EC_S2_VO07   2  1  5  2  12  2    6    -1781    1.500   1.300    482.800    482.800  -2550.000  -2500.000 
EC_S2_VO08   2  1  5  2  12  2    7    -1764    1.500   1.300    486.400    486.400  -2550.000  -2500.000 
EC_S2_VO09   2  1  5  2  12  2    8    -1721    1.500   1.300    485.200    485.200  -2550.000  -2500.000 
EC_S2_VO10   2  1  5  2  12  2    9    -1697    1.500   1.300    489.200    489.200  -2550.000  -2500.000 
EC_S2_VO11   2  1  5  2  12  2   10    -1771    1.500   1.300    481.900    481.900  -2550.000  -2500.000 
EC_S2_VO12   2  1  5  2  12  2   11    -1765    1.500   1.300    485.800    485.800  -2550.000  -2500.000 
EC_S2_VO13   2  1  5  2  13  2    0    -1623    1.500   1.300    489.800    489.800  -2550.000  -2500.000 
EC_S2_VO14   2  1  5  2  13  2    1    -1801    1.500   1.300    484.600    484.600  -2550.000  -2500.000 
EC_S2_VO15   2  1  5  2  13  2    2    -1630    1.500   1.300    489.900    489.900  -2550.000  -2500.000 
EC_S2_VO16   2  1  5  2  13  2    3    -1786    1.500   1.300    487.000    487.000  -2550.000  -2500.000 
EC_S2_VO17   2  1  5  2  13  2    4    -1765    1.500   1.300    487.800    487.800  -2550.000  -2500.000 
EC_S2_VO18   2  1  5  2  13  2    5    -1672    1.500   1.300    487.600    487.600  -2550.000  -2500.000 
EC_S2_VO19   2  1  5  2  13  2    6    -1785    1.500   1.300    487.600    487.600  -2550.000  -2500.000 
EC_S2_VO20   2  1  5  2  13  2    7    -1673    1.500   1.300    489.000    489.000  -2550.000  -2500.000 
EC_S2_VO21   2  1  5  2  13  2    8    -1580    1.500   1.300    487.300    487.300  -2550.000  -2500.000 
EC_S2_VO22   2  1  5  2  13  2    9    -1736    1.500   1.300    486.500    486.500  -2550.000  -2500.000 
EC_S2_VO23   2  1  5  2  13  2   10    -1632    1.500   1.300    487.800    487.800  -2550.000  -2500.000 
EC_S2_VO24   2  1  5  2  13  2   11    -1783    1.500   1.300    487.200    487.200  -2550.000  -2500.000 
EC_S2_VO25   2  1  5  2  14  2    0    -1706    1.500   1.300    487.000    487.000  -2550.000  -2500.000 
EC_S2_VO26   2  1  5  2  14  2    1    -1659    1.500   1.300    484.300    484.300  -2550.000  -2500.000 
EC_S2_VO27   2  1  5  2  14  2    2    -1688    1.500   1.300    488.700    488.700  -2550.000  -2500.000 
EC_S2_VO28   2  1  5  2  14  2    3    -1761    1.500   1.300    489.700    489.700  -2550.000  -2500.000 
EC_S2_VO29   2  1  5  2  14  2    4    -1712    1.500   1.300    487.200    487.200  -2550.000  -2500.000 
EC_S2_VO30   2  1  5  2  14  2    5    -1742    1.500   1.300    487.400    487.400  -2550.000  -2500.000 
EC_S2_VO31   2  1  5  2  14  2    6    -1798    1.500   1.300    486.700    486.700  -2550.000  -2500.000 
EC_S2_VO32   2  1  5  2  14  2    7    -1720    1.500   1.300    487.400    487.400  -2550.000  -2500.000 
EC_S2_VO33   2  1  5  2  14  2    8    -1599    1.500   1.300    488.000    488.000  -2550.000  -2500.000 
EC_S2_VO34   2  1  5  2  14  2    9    -1735    1.500   1.300    486.900    486.900  -2550.000  -2500.000 
EC_S2_VO35   2  1  5  2  14  2   10    -1774    1.500   1.300    488.600    488.600  -2550.000  -2500.000 
EC_S2_VO36   2  1  5  2  14  2   11    -1828    1.500   1.300    488.400    488.400  -2550.000  -2500.000 
EC_S2_WO01   2  1  5  2  15  2    0    -1956    1.500   1.300    487.100    487.100  -2550.000  -2500.000 
EC_S2_WO02   2  1  5  2  15  2    1    -2368    1.500   1.300    486.000    486.000  -2550.000  -2500.000 
EC_S2_WO03   2  1  5  2  15  2    2    -1995    1.500   1.300    486.600    486.600  -2550.000  -2500.000 
EC_S2_WO04   2  1  5  2  15  2    3    -2160    1.500   1.300    483.600    483.600  -2550.000  -2500.000 
EC_S2_WO05   2  1  5  2  15  2    4    -2000    1.500   1.300    484.400    484.400  -2550.000  -2500.000 
EC_S2_WO06   2  1  5  2  15  2    5    -2140    1.500   1.300    488.600    488.600  -2550.000  -2500.000 
EC_S2_WO07   2  1  5  2  15  2    6    -2059    1.500   1.300    486.200    486.200  -2550.000  -2500.000 
EC_S2_WO08   2  1  5  2  15  2    7    -2067    1.500   1.300    486.300    486.300  -2550.000  -2500.000 
EC_S2_WO09   2  1  5  2  15  2    8    -2209    1.500   1.300    483.100    483.100  -2550.000  -2500.000 
EC_S2_WO10   2  1  5  2  15  2    9    -2304    1.500   1.300    489.000    489.000  -2550.000  -2500.000 
EC_S2_WO11   2  1  5  2  15  2   10    -2078    1.500   1.300    483.600    483.600  -2550.000  -2500.000 
EC_S2_WO12   2  1  5  2  15  2   11    -2344    1.500   1.300    481.300    481.300  -2550.000  -2500.000 
EC_S2_WO13   2  1  5  8   4  2    0    -2397    1.500   1.300     61.000    488.600  -2550.000  -2500.000 
EC_S2_WO14   2  1  5  8   4  2    1    -2351    1.500   1.300     60.800    487.000  -2550.000  -2500.000 
EC_S2_WO15   2  1  5  8   4  2    2    -2016    1.500   1.300     60.400    483.200  -2550.000  -2500.000 
EC_S2_WO16   2  1  5  8   4  2    3    -2270    1.500   1.300     60.800    486.400  -2550.000  -2500.000 
EC_S2_WO17   2  1  5  8   4  2    4    -2009    1.500   1.300     60.800    486.700  -2550.000  -2500.000 
EC_S2_WO18   2  1  5  8   4  2    5    -2132    1.500   1.300     61.300    490.400  -2550.000  -2500.000 
EC_S2_WO19   2  1  5  8   4  2    6    -2037    1.500   1.300     61.200    490.100  -2550.000  -2500.000 
EC_S2_WO20   2  1  5  8   4  2    7    -1983    1.500   1.300     61.600    493.100  -2550.000  -2500.000 
EC_S2_WO21   2  1  5  8   4  2    8    -2073    1.500   1.300     60.700    486.200  -2550.000  -2500.000 
EC_S2_WO22   2  1  5  8   4  2    9    -2016    1.500   1.300     61.000    488.200  -2550.000  -2500.000 
EC_S2_WO23   2  1  5  8   4  2   10    -2074    1.500   1.300     60.800    487.000  -2550.000  -2500.000 
EC_S2_WO24   2  1  5  8   4  2   11    -2025    1.500   1.300     60.900    487.200  -2550.000  -2500.000 
EC_S2_WO25   2  1  5  8   5  2    0    -2038    1.500   1.300     61.100    488.900  -2550.000  -2500.000 
EC_S2_WO26   2  1  5  8   5  2    1    -2100    1.500   1.300     60.900    487.500  -2550.000  -2500.000 
EC_S2_WO27   2  1  5  8   5  2    2    -2104    1.500   1.300     60.500    484.300  -2550.000  -2500.000 
EC_S2_WO28   2  1  5  8   5  2    3    -2124    1.500   1.300     60.600    484.800  -2550.000  -2500.000 
EC_S2_WO29   2  1  5  8   5  2    4    -2172    1.500   1.300     60.600    485.500  -2550.000  -2500.000 
EC_S2_WO30   2  1  5  8   5  2    5    -2241    1.500   1.300     60.700    485.900  -2550.000  -2500.000 
EC_S2_WO31   2  1  5  8   5  2    6    -2247    1.500   1.300     60.500    484.600  -2550.000  -2500.000 
EC_S2_WO32   2  1  5  8   5  2    7    -2115    1.500   1.300     61.200    490.200  -2550.000  -2500.000 
EC_S2_WO33   2  1  5  8   5  2    8    -2143    1.500   1.300     60.500    484.500  -2550.000  -2500.000 
EC_S2_WO34   2  1  5  8   5  2    9    -1780    1.500   1.300     60.700    486.000  -2550.000  -2500.000 
EC_S2_WO35   2  1  5  8   5  2   10    -1896    1.500   1.300     61.200    490.100  -2550.000  -2500.000 
EC_S2_WO36   2  1  5  8   5  2   11    -2005    1.500   1.300     61.300    491.100  -2550.000  -2500.000 
